JHS_AVE,171_SHS,172_SHS,181_SHS,182_SHS,191_UNTS,191_GPA,192_UNTS,192_GPA,201_UNTS,201_GPA,202_UNTS,202_GPA,COLL_GPA_AVERAGE,SHS_GPA_AVERAGE,UNITS_AVERAGE,SEX,AGE,IS_PROVINCE,IS_LIVING_WITH_FAMILY,IS_BOARDING,JHS_TYPE,IS_SCHOLAR,PARENTS_MONTHLY_INCOME,FATHER_EDUC_BACKGROUND,MOTHER_EDUC_BACKGROUND,IS_GRADUATE
2.5,2.4,2.4,2.2,2.2,25,2,21,2,26,2.7,25,1.9,2.2,2.3,24.3,M,19,0,1,0,P,0,3,3,2,Completed
1.7,1.4,1.4,1.4,1.4,26,2,25,2,22,2.3,22,2,2.1,1.4,23.8,M,19,0,1,0,G,0,3,4,3,Completed
2.1,1.6,1.8,1.8,1.6,29,1.5,29,1.9,29,1.6,29,1.7,1.7,1.7,29,M,18,1,1,0,G,1,4,4,4,Completed
2,2.2,2.2,2.2,2.2,29,1.7,29,2.1,29,1.9,26,1.7,1.9,2.2,28.3,M,18,1,1,0,P,0,4,4,4,Completed
2.4,2.2,2.4,2.2,2.4,29,2.2,20,2.7,23,2.7,20,2.9,2.6,2.3,23,F,17,0,1,0,P,0,2,4,4,Not Completed
1.5,1.6,1.6,1.8,1.6,29,1.8,29,2,0,5,0,5,3.5,1.7,14.5,F,18,1,0,1,G,0,4,4,3,Not Completed
2,1.8,1.8,2,1.6,26,1.5,25,1.5,22,1.9,22,1.7,1.7,1.8,23.8,F,17,0,1,0,G,0,4,4,3,Not Completed
1.4,2,2,2.2,1.8,26,2,25,2,22,2.3,22,2.5,2.2,2,23.8,M,18,1,0,1,G,0,3,2,2,Not Completed
2,1.2,1.2,1.4,1.2,26,2,25,2,22,2.1,22,1.9,2,1.3,23.8,M,18,0,1,0,G,1,3,3,2,Completed
2,1.6,1.8,1.4,1.4,26,2,26,2.4,28,2.1,0,5,2.9,1.6,20,M,17,0,1,0,P,1,4,2,2,Not Completed
1.5,1.4,1.4,1.3,1.2,26,2.3,29,2.2,29,2.4,29,2.3,2.3,1.3,28.3,F,18,1,1,0,P,1,2,2,2,Completed
2.1,1.6,1.6,1.8,1.4,26,2.8,0,5,0,5,0,5,4.5,1.6,6.5,M,17,1,1,0,P,0,3,4,4,Not Completed
1.8,1.5,1.4,1.4,1.6,26,5,0,5,0,5,0,5,5,1.5,6.5,M,18,0,1,0,P,0,4,4,2,Not Completed
2,2,2.4,2.2,1.8,30,2.5,31,1.7,0,5,0,5,3.6,2.1,15.3,M,19,0,1,0,P,0,2,4,3,Not Completed
2,2,2,2,1.6,32,1.9,26,1.8,29,2,27,2.3,2,1.9,28.5,M,18,0,1,0,P,1,2,4,2,Completed
1.9,1.6,1.6,1.6,1.6,30,2.1,29,2.7,33,2.1,32,2.4,2.3,1.6,31,M,17,0,1,0,G,1,4,4,3,Completed
1.5,1.4,1.2,1.2,1.2,29,1.9,26,1.8,29,1.7,29,1.8,1.8,1.3,28.3,M,17,0,0,1,P,1,4,4,3,Not Completed
1.8,1.6,1.7,1.6,1.8,29,1.6,29,1.5,26,1.6,27,1.5,1.6,1.7,27.8,M,18,0,1,0,G,1,4,3,2,Completed
2.5,2.2,2.4,2.2,1.8,29,1.5,29,1.8,29,1.7,26,1.6,1.7,2.2,28.3,M,19,1,0,1,P,1,4,4,4,Completed
1.6,1.6,1.8,1.4,1.6,29,1.5,29,1.8,29,1.8,26,1.7,1.7,1.6,28.3,M,17,0,1,0,G,1,2,4,3,Not Completed
1.5,1.4,1.4,1.4,1.4,30,2.4,29,3.4,28,5,27,5,4,1.4,28.5,F,18,1,0,1,G,0,3,3,2,Not Completed
1.7,1.8,1.6,1.6,1.6,30,2.4,29,2.3,33,2.7,32,2.4,2.5,1.7,31,F,17,1,0,1,G,0,4,4,3,Not Completed
2,2,1.8,2,1.8,26,2.4,0,5,0,5,0,5,4.4,1.9,6.5,M,17,1,0,1,G,1,3,4,4,Not Completed
1.9,2,2,1.8,1.6,30,1.9,31,1.6,0,5,0,5,3.4,1.9,15.3,F,21,1,0,1,G,1,3,3,2,Not Completed
2.1,1.8,1.8,2,2,30,2.1,0,5,0,5,0,5,4.3,1.9,7.5,M,18,0,1,0,G,0,3,3,2,Not Completed
2.4,2.2,2.6,2.2,2.4,30,2.7,26,2.5,26,5,26,5,3.8,2.4,27,M,18,0,1,0,P,0,2,3,2,Not Completed
2.2,1.6,2,1.8,1.8,25,2.2,22,3.2,17,5,23,3.4,3.5,1.8,21.8,F,18,0,1,0,P,0,2,2,2,Not Completed
2.1,2,2.2,2,1.8,26,2.1,26,2.2,23,2.8,23,2.5,2.4,2,24.5,F,18,0,1,0,G,1,2,2,2,Not Completed
1.4,1.4,1.6,1.4,1.4,25,1.9,24,2.2,26,1.8,25,2.1,2,1.5,25,M,17,0,1,0,G,0,3,4,2,Completed
1.8,2,2,1.8,1.8,29,1.6,23,1.9,0,5,26,2.1,2.7,1.9,19.5,M,18,1,0,1,G,0,2,4,4,Not Completed
2,2.2,2.2,2,2,26,1.6,25,1.6,22,2,22,1.8,1.8,2.1,23.8,F,17,0,1,0,G,1,4,4,3,Completed
1.8,1.8,1.7,1.8,1.8,27,3,23,2.5,33,3.3,20,2.3,2.8,1.8,25.8,F,18,1,1,0,G,1,2,4,4,Not Completed
2.4,1.6,1.8,1.8,1.8,29,1.8,29,1.9,29,1.9,27,1.8,1.9,1.8,28.5,F,19,0,1,0,G,0,3,4,4,Completed
1.7,2.2,2.2,1.6,1.4,27,2.2,21,2.2,24,2.2,20,2.5,2.3,1.9,23,M,18,1,0,1,G,1,3,4,4,Completed
1.8,1.6,1.8,1.8,1.6,29,1.8,29,1.8,29,1.9,29,1.9,1.9,1.7,29,F,18,0,1,0,G,0,2,4,3,Not Completed
2.1,1.7,1.8,1.8,1.8,30,1.4,29,1.5,33,1.4,32,1.3,1.4,1.8,31,F,19,0,1,0,P,1,2,4,2,Not Completed
1.8,2,2,2,1.8,29,1.8,29,1.7,29,1.7,29,1.7,1.7,2,29,M,19,1,0,1,G,1,2,4,3,Completed
2.4,2.2,2,2.3,2.2,26,2.1,25,2.1,22,2.2,22,5,2.9,2.2,23.8,M,20,1,0,1,P,1,2,4,3,Not Completed
1.9,1.6,1.6,1.6,1.4,29,2.7,29,5,0,5,0,5,4.4,1.6,14.5,F,16,1,1,0,G,1,4,4,3,Not Completed
1.6,1.4,1.4,1.4,1.4,29,2.1,0,5,0,5,0,5,4.3,1.4,7.3,F,18,0,1,0,G,0,2,2,2,Not Completed
2.2,1.8,2,1.8,2,26,1.8,24,2.3,21,5,14,5,3.5,1.9,21.3,F,18,1,1,0,G,1,2,4,4,Not Completed
1.8,1.6,1.6,1.4,1.4,25,2.1,24,2.2,26,3,19,2.4,2.4,1.5,23.5,M,18,1,1,0,P,0,4,4,4,Not Completed
1.7,1.9,2,1.8,1.8,26,1.6,25,1.7,22,1.9,22,1.8,1.8,1.9,23.8,F,18,0,1,0,G,1,4,2,2,Completed
1.8,1.6,1.5,1.4,1.4,26,1.6,25,1.5,22,1.9,22,1.7,1.7,1.5,23.8,F,18,0,1,0,P,1,4,4,3,Completed
2.1,2.4,2.4,2.2,1.8,30,2.3,31,1.6,0,5,0,5,3.5,2.2,15.3,M,18,0,1,0,G,0,4,4,4,Not Completed
1.8,1.8,1.8,1.8,1.6,29,1.4,29,1.4,29,1.5,26,1.4,1.4,1.8,28.3,M,18,0,1,0,G,1,4,4,4,Completed
1.3,1.4,1.6,1.4,1.4,26,2.2,0,5,0,5,0,5,4.3,1.5,6.5,F,18,0,1,0,P,0,4,4,3,Not Completed
1.4,1.4,1.4,1.4,1.2,29,1.8,27,1.9,24,2.1,27,2.2,2,1.4,26.8,F,19,1,0,1,G,1,3,2,2,Completed
2.2,2,2,1.8,1.8,25,1.5,24,1.8,26,1.4,25,1.6,1.6,1.9,25,F,17,1,1,0,G,1,2,4,4,Completed
2.4,2.2,2.4,2,1.6,29,1.7,29,1.7,20,1.5,26,5,2.5,2.1,26,M,19,0,1,0,G,1,3,4,2,Not Completed
2.4,2.4,2.4,2,1.7,29,1.6,26,1.7,20,1.4,26,5,2.4,2.1,25.3,M,19,1,1,0,G,1,2,2,2,Not Completed
2.4,2,1.8,1.8,1.8,26,1.7,25,1.7,22,2.2,22,1.8,1.9,1.9,23.8,F,18,1,1,0,P,1,2,4,3,Completed
1.8,1.6,1.6,1.6,1.8,29,1.8,29,2,29,1.9,27,1.9,1.9,1.7,28.5,M,20,1,1,0,G,1,2,2,2,Completed
1.4,1.3,1.2,1.4,1.4,32,1.7,29,1.5,29,1.6,27,1.7,1.6,1.3,29.3,F,18,0,1,0,G,1,4,4,2,Completed
2.1,2,2,2,1.8,25,2,24,2.8,26,2.4,25,2.6,2.5,2,25,M,19,0,1,0,G,1,3,4,3,Completed
1.9,2,2.2,1.8,1.8,25,2,24,2.7,26,2.1,25,2.3,2.3,2,25,M,18,1,1,0,G,1,4,2,2,Not Completed
2,2,2.2,2,1.6,26,1.7,0,5,0,5,0,5,4.2,2,6.5,M,18,0,1,0,G,0,4,4,4,Not Completed
2.3,2,2.4,2,1.8,28,3.3,31,2.8,26,2.4,25,2.6,2.8,2.1,27.5,M,18,0,1,0,G,1,3,4,4,Completed
2,2,2,1.8,1.5,29,1.9,29,2.2,23,2,20,2.4,2.1,1.8,25.3,F,18,0,1,0,G,1,3,4,3,Completed
1.9,2,2.4,2,1.6,26,1.4,24,1.7,20,2,20,1.9,1.8,2,22.5,M,18,0,1,0,G,1,3,4,2,Completed
2,2.2,2.2,2,2.2,26,1.7,28,1.8,29,1.9,27,1.6,1.8,2.2,27.5,F,18,0,1,0,G,1,4,3,4,Completed
2.2,1.8,1.8,1.8,1.6,23,2.3,25,2.6,29,2.1,27,1.9,2.2,1.8,26,M,18,1,1,0,G,1,3,4,3,Completed
1.5,1.6,1.6,1.4,1.4,26,1.5,24,1.6,18,1.8,20,1.6,1.6,1.5,22,F,18,1,0,1,G,1,2,3,4,Not Completed
2,1.8,1.8,1.6,1.6,26,1.5,24,1.8,18,2,20,2.1,1.9,1.7,22,F,17,0,1,0,G,1,4,4,2,Not Completed
2,1.6,1.6,1.4,1.4,26,2,26,2.1,24,3.1,23,2.2,2.4,1.5,24.8,M,18,1,1,0,G,1,4,3,2,Completed
1.5,2,2,2,1.6,29,1.9,29,1.9,23,2.4,20,2.1,2.1,1.9,25.3,M,18,0,1,0,P,1,4,4,2,Completed
1.8,2.2,2.4,2.2,2.2,29,1.8,29,1.9,23,2.2,20,2.1,2,2.3,25.3,M,20,0,1,0,G,1,3,4,4,Not Completed
1.4,1.4,1.4,1.2,1.2,17,2.1,29,1.9,23,2.4,20,2.1,2.1,1.3,22.3,F,18,0,1,0,G,1,3,4,3,Completed
1.9,1.8,1.8,1.8,2,26,2.1,25,2.3,22,2.4,22,2.3,2.3,1.9,23.8,M,17,0,1,0,P,0,3,4,3,Not Completed
2,1.8,1.6,1.4,1.6,29,2.2,17,2.1,20,2.3,20,2.8,2.4,1.6,21.5,F,18,0,1,0,G,1,3,4,4,Not Completed
1.8,1.4,1.4,1.4,1.4,29,2.1,29,2.1,17,2.4,23,2.1,2.2,1.4,24.5,M,18,0,1,0,G,1,3,4,2,Completed
1.6,1.6,1.7,1.6,1.4,29,2.1,26,2.2,21,2.3,20,2.6,2.3,1.6,24,F,18,1,1,0,G,1,4,2,2,Completed
1.9,1.8,1.8,1.8,1.6,30,1.8,29,2.1,33,2.3,32,2.6,2.2,1.8,31,F,18,0,1,0,G,1,4,3,4,Completed
2.3,2,2.2,2,1.8,30,2.4,26,2.5,33,2.4,32,5,3.1,2,30.3,M,18,1,1,0,P,0,4,3,3,Not Completed
1.4,1.2,1.4,1.4,1.2,29,2.9,30,2.3,33,2.3,32,2.6,2.5,1.3,31,F,18,0,1,0,G,1,2,4,3,Completed
2.2,2.2,2.1,1.8,1.8,26,2.2,23,2.1,25,2.4,28,2.9,2.4,2,25.5,M,19,1,1,0,G,1,3,4,4,Completed
1.8,1.6,1.8,1.6,1.6,29,1.7,29,2,23,2,20,1.8,1.9,1.7,25.3,M,18,1,0,1,P,1,3,4,3,Completed
1.5,1.6,1.6,1.4,1.4,29,1.6,29,2,29,2,26,1.9,1.9,1.5,28.3,F,18,0,1,0,P,1,3,3,3,Not Completed
2.2,1.6,1.6,1.8,1.8,26,2.4,0,5,0,5,0,5,4.4,1.7,6.5,F,17,1,1,0,G,0,4,3,2,Not Completed
2.2,2.4,2.2,2.2,1.8,26,2.2,29,2,23,2,20,1.8,2,2.2,24.5,M,17,1,0,1,P,1,4,4,3,Completed
2.2,1.8,2,1.8,1.8,26,1.8,25,1.8,22,2.2,22,1.8,1.9,1.9,23.8,M,18,0,1,0,P,1,3,3,3,Not Completed
1.6,1.6,1.8,1.8,1.6,29,1.6,29,1.9,29,1.8,0,5,2.6,1.7,21.8,F,19,1,1,0,G,1,2,4,3,Not Completed
2,1.4,1.6,1.6,1.6,26,1.9,21,2.3,23,2.2,0,5,2.9,1.6,17.5,F,17,0,1,0,P,0,4,3,3,Not Completed
2.2,2,2.2,2,1.8,25,2.3,22,2.6,24,2.4,25,2.6,2.5,2,24,F,17,0,1,0,P,1,2,3,4,Not Completed
2.3,1.8,2,2,1.6,29,2,29,2.2,29,2.1,27,2.2,2.1,1.9,28.5,M,18,0,1,0,P,0,3,4,4,Not Completed
1.6,1.4,1.6,1.8,1.4,26,2,21,2.3,22,2.9,11,5,3.1,1.6,20,F,17,1,1,0,G,0,4,2,2,Not Completed
2,2.2,2,2.2,2,25,2.3,12,5,0,5,0,5,4.3,2.1,9.3,F,17,0,1,0,P,0,2,3,3,Not Completed
2.6,2.5,2.3,2.2,2,30,2.5,26,2.6,26,3,23,2.7,2.7,2.3,26.3,M,20,1,1,0,G,0,4,4,2,Not Completed
1.5,1.4,1.2,1.4,1.2,26,1.9,26,2.1,28,2.6,23,2.8,2.4,1.3,25.8,F,18,1,1,0,G,0,2,3,3,Completed
1.8,1.6,1.6,1.6,1.6,29,2,29,2.1,29,2.3,29,2.1,2.1,1.6,29,F,19,0,1,0,G,1,3,2,2,Completed
1.7,1.6,1.8,1.6,1.6,29,1.6,29,1.8,29,1.7,26,1.7,1.7,1.7,28.3,M,17,0,1,0,P,1,3,2,2,Completed
2,2.2,2,1.6,1.4,32,2.2,0,5,0,5,0,5,4.3,1.8,8,F,17,1,0,1,P,0,3,2,2,Not Completed
2.6,2.2,2.2,2.2,2.4,25,2.6,22,3,0,5,0,5,3.9,2.3,11.8,M,18,0,1,0,G,1,4,3,3,Not Completed
2,2,2.2,2,2,26,2.1,26,2.2,23,2.2,23,2.1,2.2,2.1,24.5,M,17,1,1,0,P,1,4,3,3,Completed
2.1,1.8,2,1.6,2,32,2.2,23,2.1,13,2.2,21,1.9,2.1,1.9,22.3,F,19,1,1,0,G,1,3,3,4,Completed
2.4,1.8,2,2.2,1.8,26,1.6,25,1.6,22,1.8,22,1.7,1.7,2,23.8,M,18,1,1,0,P,1,4,4,3,Completed
1.8,1.8,1.8,1.6,1.6,26,2,25,2.3,0,5,0,5,3.6,1.7,12.8,F,18,0,1,0,G,0,2,2,2,Not Completed
2.2,1.6,1.8,1.6,1.6,30,2.6,29,2.6,26,5,16,5,3.8,1.7,25.3,M,18,0,1,0,P,0,3,2,2,Not Completed
1.8,1.6,1.6,1.6,1.4,30,2.7,26,5,12,5,0,5,4.4,1.6,17,M,18,1,0,1,G,0,2,3,3,Not Completed
1.7,2,2,1.8,1.8,29,2,29,1.6,29,2.2,27,2.4,2.1,1.9,28.5,F,18,0,1,0,G,1,3,4,3,Completed
2.1,1.6,1.6,1.6,1.6,29,2,29,1.9,23,1.8,20,2,1.9,1.6,25.3,M,17,1,1,0,G,1,2,3,4,Completed
2,1.8,1.8,1.6,1.8,26,1.8,25,1.7,22,1.9,22,1.8,1.8,1.8,23.8,M,18,1,0,1,G,0,3,3,3,Completed
1.8,1.8,1.8,1.8,1.8,13,5,27,2.2,27,2.1,16,1.8,2.8,1.8,20.8,F,18,0,1,0,G,1,2,4,2,Not Completed
1.6,1.4,1.4,1.4,1.2,29,1.7,29,1.5,29,1.5,26,1.7,1.6,1.4,28.3,F,18,0,1,0,G,0,4,4,4,Completed
1.9,1.8,1.8,1.8,1.6,26,2.6,26,2.9,23,2.9,23,2.4,2.7,1.8,24.5,F,19,0,1,0,G,0,2,4,4,Not Completed
2.1,1.8,1.6,1.6,1.6,26,1.7,25,1.6,22,1.9,22,2,1.8,1.7,23.8,F,18,1,1,0,P,1,3,4,3,Completed
2.6,2.4,2.4,2.2,2.4,26,2.6,25,2.4,24,2.7,19,3.2,2.7,2.4,23.5,F,22,0,0,1,P,1,2,2,2,Not Completed
2.3,2.2,2.2,2.4,2.2,25,1.7,24,1.7,26,1.6,25,1.7,1.7,2.3,25,M,20,1,1,0,P,1,4,3,2,Completed
2.2,2,2,2,1.8,26,1.8,26,1.8,26,1.8,23,1.8,1.8,2,25.3,F,17,0,0,1,G,0,4,4,3,Completed
1.5,1.4,1.4,1.4,1.4,26,5,0,5,23,2.1,26,2.3,3.6,1.4,18.8,F,18,0,1,0,G,0,2,3,4,Not Completed
1.4,1.4,1.4,1.4,1.4,26,2,25,5,22,5,20,2.9,3.7,1.4,23.3,M,18,1,0,1,G,1,4,3,3,Not Completed
2,1.6,1.8,1.6,1.4,32,1.8,20,1.7,29,1.7,27,1.8,1.8,1.6,27,F,18,1,1,0,G,1,3,4,4,Completed
2.2,2.2,2.2,2.4,2,29,5,26,5,26,5,20,5,5,2.2,25.3,F,18,0,1,0,G,1,4,3,2,Not Completed
2.2,2.4,2.6,2.4,2,17,1.7,20,2.1,26,2,6,5,2.7,2.4,17.3,M,18,0,1,0,G,1,2,2,2,Not Completed
1.8,1.4,1.4,1.4,1.4,26,2.3,29,2,29,2.2,29,2.3,2.2,1.4,28.3,M,18,0,1,0,P,0,3,3,3,Completed
1.6,1.6,1.8,1.8,1.8,26,1.9,26,1.8,23,2,23,2.1,2,1.8,24.5,M,18,1,0,1,G,1,3,3,3,Not Completed
1.7,1.8,1.7,1.6,1.4,26,2,26,2,23,2.3,23,2.1,2.1,1.6,24.5,M,18,1,1,0,P,0,2,3,3,Not Completed
1.7,1.6,1.4,1.4,1.4,29,1.6,29,1.9,29,2.1,29,1.9,1.9,1.5,29,M,18,0,1,0,P,1,3,2,2,Completed
2.2,2.2,2,1.9,2,17,2,20,3.1,26,2.6,15,5,3.2,2,19.5,M,18,0,1,0,P,1,2,3,2,Not Completed
1.6,1.6,1.8,1.6,1.4,17,1.8,20,2.2,26,2.2,6,5,2.8,1.6,17.3,F,18,0,1,0,G,0,2,2,2,Not Completed
2,1.6,1.8,1.8,1.8,25,2.1,24,2.9,25,2.6,23,2.8,2.6,1.8,24.3,M,18,0,1,0,G,1,2,4,3,Not Completed
1.8,1.8,1.8,1.8,1.8,25,2,21,2.1,26,2.2,25,2.1,2.1,1.8,24.3,F,18,0,1,0,G,1,4,4,4,Not Completed
1.9,1.6,1.6,1.4,1.4,26,2,26,2.1,24,5,6,5,3.5,1.5,20.5,F,18,1,1,0,G,0,3,2,2,Not Completed
2,1.8,2,1.8,1.8,26,2.3,26,5,0,5,0,5,4.3,1.9,13,M,17,0,1,0,P,1,2,2,2,Not Completed
1.9,1.6,1.8,1.6,1.6,29,2,30,1.9,27,2,28,3,2.2,1.7,28.5,F,18,0,1,0,P,1,2,2,2,Not Completed
1.9,2,1.8,2,1.8,26,2.3,26,2.3,28,2.6,26,5,3.1,1.9,26.5,M,18,1,1,0,G,0,3,4,4,Not Completed
1.6,1.2,1.4,1.4,1.2,29,2.2,29,1.9,20,2.2,20,2.6,2.2,1.3,24.5,F,17,1,1,0,G,1,3,4,3,Completed
2,1.8,1.8,2,1.8,22,2.2,20,3.8,18,5,0,5,4,1.9,15,F,18,0,1,0,P,0,4,4,3,Not Completed
2.6,2.2,2.2,2.4,2.2,26,2.2,28,2.3,0,5,0,5,3.6,2.3,13.5,M,19,1,0,1,P,1,3,2,2,Not Completed
1.4,1.6,1.8,1.6,1.4,26,1.5,26,1.6,23,1.6,23,1.8,1.6,1.6,24.5,F,18,1,1,0,G,1,2,3,2,Not Completed
1.8,1.4,1.4,1.4,1.2,26,2.5,0,5,0,5,0,5,4.4,1.4,6.5,F,18,1,1,0,G,0,2,4,3,Not Completed
2.2,2,2.2,2,1.6,29,1.5,29,2,29,1.6,29,1.9,1.8,2,29,F,17,0,1,0,G,1,4,4,2,Completed
1.8,1.6,2,1.8,1.8,32,1.7,29,1.5,29,1.6,27,1.5,1.6,1.8,29.3,M,17,1,0,1,G,1,3,4,4,Not Completed
1.5,1.8,1.8,1.6,1.6,26,1.9,0,5,0,5,0,5,4.2,1.7,6.5,F,18,1,0,1,P,1,4,2,2,Not Completed
1.8,1.8,1.6,1.6,1.4,26,2.1,26,2,26,2.2,6,5,2.8,1.6,21,F,17,0,1,0,P,1,4,4,2,Not Completed
2.3,1.8,2,1.8,1.4,26,1.9,26,1.8,26,1.9,6,5,2.7,1.8,21,M,18,1,0,1,P,0,2,4,3,Not Completed
2,2,1.8,1.6,1.6,26,1.8,25,1.7,22,1.9,22,1.7,1.8,1.8,23.8,F,17,1,0,1,P,1,4,4,3,Completed
2,1.8,2,2,1.6,25,2,24,2,20,2.2,22,2.2,2.1,1.9,22.8,F,18,0,1,0,G,1,3,4,2,Completed
2.2,1.8,1.8,2,1.8,30,2.4,26,2.5,26,2.5,23,2.2,2.4,1.9,26.3,M,19,0,1,0,G,1,3,4,3,Completed
2.4,2.4,2.2,2.4,2,26,2,28,2.5,29,2,27,1.7,2.1,2.3,27.5,M,19,0,1,0,G,1,2,3,2,Completed
1.6,2.4,2.2,2.4,2,30,2.1,29,2.2,33,2,32,1.7,2,2.3,31,F,17,1,0,1,P,1,4,4,3,Completed
2.4,1.8,1.6,1.6,1.6,30,2.2,0,5,0,5,29,2.2,3.6,1.7,14.8,M,18,1,1,0,G,0,3,4,3,Not Completed
1.5,1.6,1.6,1.6,1.4,26,2.1,26,2.3,29,2.2,27,2.5,2.3,1.6,27,F,17,1,0,1,G,0,2,4,3,Completed
2.5,2.4,2.2,2.4,2.4,26,1.9,26,1.8,27,1.8,27,1.9,1.9,2.4,26.5,M,18,1,1,0,G,1,3,4,4,Completed
2.1,1.8,1.8,1.8,1.8,14,5,20,2,24,1.9,17,2.2,2.8,1.8,18.8,M,20,1,0,1,G,1,2,4,4,Not Completed
1.6,1.6,1.6,1.6,1.6,25,2.2,16,2.4,26,2.2,21,2.6,2.4,1.6,22,F,17,1,0,1,G,0,4,4,3,Completed
2,1.6,1.6,1.4,1.4,26,1.6,26,1.6,23,1.9,23,1.7,1.7,1.5,24.5,F,18,0,1,0,G,1,4,4,3,Not Completed
1.6,2.4,2.4,2.2,1.8,26,1.6,26,2,24,1.9,6,1.7,1.8,2.2,20.5,F,18,1,0,1,P,1,2,4,3,Completed
1.6,1.4,1.6,1.4,1.2,23,2,22,2.6,26,5,0,5,3.7,1.4,17.8,F,18,1,1,0,G,1,4,4,4,Not Completed
1.6,1.4,1.6,1.6,1.2,23,5,15,5,21,5,0,5,5,1.5,14.8,F,18,0,1,0,G,1,4,4,3,Not Completed
2,1.8,1.6,1.5,1.6,26,2.1,29,2.1,23,2.3,20,2.3,2.2,1.6,24.5,M,17,1,1,0,G,1,3,4,3,Completed
1.6,1.4,1.6,1.6,1.4,26,2.2,29,2.2,20,2.4,20,2.2,2.3,1.5,23.8,F,18,0,1,0,G,1,3,2,2,Completed
1.7,1.4,1.6,1.4,1.2,26,2.2,29,2.3,20,2.4,20,2.2,2.3,1.4,23.8,M,18,1,0,1,G,1,4,4,4,Completed
2.4,2.4,2.4,2.2,1.9,27,5,0,5,0,5,0,5,5,2.2,6.8,M,17,0,1,0,P,0,2,4,4,Not Completed
2.5,2,2.1,2.2,2,23,1.8,26,1.8,26,1.7,6,2.2,1.9,2.1,20.3,M,18,1,0,1,G,0,3,2,2,Completed
2.4,1.2,1.2,1.2,1.2,17,1.9,0,5,0,5,0,5,4.2,1.2,4.3,F,19,0,1,0,G,0,4,4,4,Not Completed
1.4,2,2.2,2,1.4,25,1.9,24,2.4,26,2.4,25,2.6,2.3,1.9,25,F,17,0,1,0,P,0,2,3,2,Completed
1.4,1.8,1.6,1.8,1.6,26,1.8,26,2.2,28,2.3,26,2,2.1,1.7,26.5,M,17,1,1,0,P,1,2,3,2,Completed
1.8,1.6,1.8,1.6,1.4,26,1.7,26,2.1,0,5,0,5,3.5,1.6,13,F,18,1,1,0,G,1,2,4,3,Not Completed
1.7,2,2,2,2.2,32,2,26,1.8,29,1.8,27,2,1.9,2.1,28.5,F,18,0,1,0,G,1,4,4,4,Completed
1.8,1.6,1.6,1.6,1.6,32,1.7,29,1.9,29,2,20,1.5,1.8,1.6,27.5,M,18,0,1,0,P,1,4,4,3,Completed
1.8,2,2,1.8,1.6,26,2.2,29,5,23,3.5,23,2.6,3.3,1.9,25.3,F,17,1,0,1,G,0,3,3,2,Not Completed
2,1.8,1.7,1.8,1.8,32,1.6,29,1.6,29,1.7,27,1.7,1.7,1.8,29.3,M,19,0,1,0,G,1,4,4,3,Not Completed
2,1.8,1.6,1.6,1.6,26,2.1,29,1.9,23,1.9,20,1.7,1.9,1.7,24.5,F,17,0,1,0,G,1,2,4,3,Completed
2.2,2,1.8,1.6,1.6,26,1.5,26,1.5,28,1.8,26,1.7,1.6,1.8,26.5,F,17,0,1,0,G,0,3,4,4,Not Completed
1.5,1.6,1.6,1.6,1.4,29,2.2,29,2.3,14,5,0,5,3.6,1.6,18,M,19,0,1,0,G,0,2,3,2,Not Completed
2.4,2,2,2,1.6,29,2.1,26,5,0,5,0,5,4.3,1.9,13.8,M,17,1,1,0,P,1,4,4,3,Not Completed
2.1,1.4,1.6,1.6,1.4,25,1.7,24,1.9,26,1.8,25,1.9,1.8,1.5,25,M,18,1,1,0,P,1,4,4,3,Completed
1.6,1.6,1.8,1.8,1.8,30,2.2,29,2.7,0,5,0,5,3.7,1.8,14.8,M,19,0,1,0,G,1,2,3,2,Not Completed
1.5,1.6,1.6,2,1.8,30,2.1,29,2.6,30,2.7,26,2.4,2.5,1.8,28.8,F,18,0,1,0,G,1,2,4,4,Completed
2.1,1.8,1.8,1.9,1.8,29,1.7,29,1.8,29,1.6,26,1.8,1.7,1.8,28.3,M,18,0,1,0,G,1,4,4,3,Completed
1.6,1.6,1.6,1.6,1.4,23,2,26,5,0,5,0,5,4.3,1.6,12.3,F,17,0,1,0,G,0,4,4,4,Not Completed
1.8,1.6,1.6,1.6,2,25,1.8,24,2.3,26,2.2,22,1.9,2.1,1.7,24.3,F,18,0,1,0,G,1,3,4,2,Completed
1.6,1.4,1.4,1.4,1.2,26,2,25,2.3,0,5,0,5,3.6,1.4,12.8,F,18,0,1,0,G,0,2,4,3,Not Completed
2.5,2,2.2,2.2,1.4,23,5,16,2.5,19,5,24,2.6,3.8,2,20.5,F,18,0,1,0,G,1,3,4,4,Not Completed
1.5,2,2,1.8,1.8,30,2.4,26,3.1,21,2.4,21,2.9,2.7,1.9,24.5,F,18,0,1,0,G,0,3,4,4,Not Completed
2,1.4,1.4,1.2,1.3,30,2.1,29,2.2,33,2.4,32,2.1,2.2,1.3,31,F,19,0,1,0,G,0,4,4,3,Completed
2.1,2,2,2,1.6,23,2.2,26,2.2,23,5,14,5,3.6,1.9,21.5,F,19,0,1,0,P,1,3,4,3,Not Completed
2.2,1.4,1.4,1.2,1.2,30,2.4,26,2.2,24,5,16,5,3.7,1.3,24,M,18,1,1,0,P,1,2,4,3,Not Completed
