shs_gpa,coll_gpa,age,sex,is_boarding,is_living_with_family,is_province,is_scholar,father_educ,mother_educ,financial_status,IS_GRADUATE
2.2,2,18,0,0,1,1,1,4,2,4,Completed
2,3.6,17,1,1,0,1,1,3,2,2,Not Completed
1.5,5,18,0,1,0,1,1,4,4,3,Not Completed
1.6,5,17,1,1,0,1,0,4,3,4,Not Completed
1.7,2.1,18,0,0,1,0,1,4,4,3,Completed
1.9,2.6,18,1,0,1,1,1,4,4,4,Not Completed
1.6,2,18,0,0,1,0,1,4,4,4,Completed
2.1,2.2,19,0,0,1,1,1,4,2,3,Completed
1.7,3.3,18,1,0,1,0,0,3,2,4,Not Completed
1.7,2.2,17,1,0,1,0,0,4,2,2,Not Completed
2.1,2.1,19,1,0,1,0,1,4,3,2,Completed
2,4.3,20,1,0,1,0,1,4,3,3,Not Completed
2.1,2.9,18,1,0,1,1,0,4,4,2,Not Completed
2.1,4.4,17,0,0,1,0,0,4,4,4,Not Completed
1.7,2.1,18,0,0,1,0,1,2,2,3,Not Completed
1.5,1.9,18,1,1,0,1,0,2,2,2,Not Completed
1.8,2.4,17,0,1,0,1,1,4,4,2,Not Completed
1.4,1.8,18,0,1,0,1,0,4,4,2,Completed
2,1.6,17,1,0,1,1,1,4,2,2,Completed
2.2,5,20,1,0,1,0,0,2,2,2,Not Completed
1.9,1.9,19,1,0,1,0,0,4,3,3,Completed
2.6,3.6,18,1,0,1,0,0,4,3,4,Not Completed
1.9,2.2,17,1,0,1,0,0,3,2,4,Completed
1.9,4.2,17,1,0,1,0,1,4,3,4,Not Completed
1.9,1.8,18,1,0,1,0,1,4,2,4,Completed
2,1.9,18,0,0,1,0,0,4,3,4,Completed
1.9,4.3,18,1,0,1,0,0,4,3,3,Not Completed
2.3,5,17,1,0,1,1,0,4,3,3,Not Completed
1.3,4.6,19,1,1,0,1,0,3,2,4,Not Completed
2,2.2,19,0,0,1,0,1,4,4,3,Completed
1.8,2.3,18,0,0,1,0,1,4,2,4,Completed
1.5,4.3,18,1,0,1,0,1,4,4,2,Not Completed
2.3,2.8,18,1,1,0,1,1,4,3,3,Completed
1.9,3,18,0,0,1,0,0,4,2,2,Not Completed
2,1.9,17,1,0,1,0,1,2,2,4,Completed
2.1,1.9,17,1,0,1,1,1,4,3,2,Completed
2.2,5,18,0,0,1,0,1,4,4,4,Not Completed
2.2,2.5,18,0,0,1,0,0,4,3,2,Not Completed
1.4,1.4,18,0,1,0,1,1,4,4,2,Completed
1.3,3.7,18,1,0,1,0,1,3,2,2,Not Completed
1.6,4.5,18,0,0,1,0,1,3,4,2,Not Completed
2.1,2.1,20,1,0,1,0,0,4,3,2,Not Completed
1.8,4.3,18,1,0,1,0,1,3,3,2,Not Completed
1.5,2.2,19,0,0,1,0,1,4,3,2,Completed
1.6,1.9,19,0,0,1,0,0,4,4,2,Completed
1.5,2.4,17,0,0,1,0,1,4,4,2,Completed
1.8,1.4,19,1,0,1,0,1,4,3,4,Not Completed
1.9,4.4,18,0,0,1,1,1,3,2,3,Not Completed
2.3,3.5,17,1,0,1,1,0,4,4,2,Not Completed
2.3,2.3,17,1,0,1,0,1,4,4,4,Completed
1.9,1.7,19,0,0,1,0,1,4,4,3,Not Completed
1.8,4.5,17,0,0,1,0,1,3,2,3,Not Completed
1.9,2.6,18,0,0,1,0,0,4,3,4,Not Completed
1.7,4.5,17,0,0,1,1,0,4,2,3,Not Completed
2,3.9,18,0,1,0,1,0,3,2,3,Not Completed
1.9,2.7,19,1,1,0,1,1,4,4,4,Not Completed
1.7,2,18,1,0,1,0,0,4,4,4,Completed
1.8,2.4,18,1,0,1,0,1,4,3,4,Not Completed
2.1,3.3,17,1,0,1,0,1,4,4,4,Not Completed
1.7,1.9,18,0,0,1,1,1,4,4,3,Completed
2.3,1.6,19,0,1,0,1,1,4,2,2,Completed
1.9,2.1,18,1,0,1,0,0,4,2,2,Completed
2,2,17,1,0,1,0,1,4,4,3,Completed
1.6,2.1,18,1,0,1,0,1,2,2,4,Completed
1.6,1.5,18,0,0,1,0,1,4,3,3,Completed
1.7,2.2,18,0,0,1,0,1,4,4,2,Not Completed
1.5,3.9,18,0,1,0,1,1,4,4,4,Not Completed
2,2.1,18,0,0,1,0,1,4,3,4,Completed
1.7,5,18,0,0,1,0,0,4,4,4,Not Completed
2.3,1.7,18,1,0,1,0,1,4,4,2,Completed
1.4,1.8,18,1,0,1,0,0,2,2,2,Completed
1.9,3.4,17,0,0,1,0,1,4,3,2,Not Completed
1.8,2.1,18,0,1,0,1,1,4,3,2,Completed
1.9,2,18,1,0,1,0,1,4,4,4,Completed
1.8,2.2,17,0,0,1,1,1,4,4,2,Completed
1.6,2.2,18,0,0,1,0,1,4,4,4,Completed
1.4,2.3,18,0,1,0,1,0,4,3,3,Completed
2,2.1,18,0,0,1,1,1,4,4,2,Completed
1.8,1.9,18,0,0,1,0,1,2,2,2,Completed
2.1,5,18,0,0,1,0,1,4,3,2,Not Completed
1.7,4.4,18,0,0,1,0,1,2,2,4,Not Completed
1.5,2.9,18,0,0,1,1,1,2,2,4,Not Completed
1.8,2.5,18,1,1,0,1,1,4,4,3,Not Completed
1.7,2.3,19,1,1,0,1,1,4,4,3,Completed
2.3,2.1,18,0,0,1,0,1,4,3,2,Completed
2,4.3,18,0,0,1,0,0,4,4,4,Not Completed
2,1.9,18,0,0,1,0,0,3,2,3,Completed
1.6,1.7,18,1,0,1,0,1,4,4,2,Completed
1.9,2.1,18,0,0,1,0,1,4,2,3,Completed
1.8,1.8,18,0,0,1,0,1,4,3,4,Completed
1.7,4.4,18,1,0,1,1,1,4,3,4,Not Completed
2.2,2,17,0,0,1,0,1,3,2,4,Not Completed
2,1.9,18,1,0,1,0,1,4,4,2,Completed
2.4,4.3,18,0,0,1,0,0,2,2,4,Not Completed
1.6,2.1,18,1,1,0,1,1,4,4,2,Completed
1.9,2.5,19,1,0,1,1,1,4,3,4,Completed
1.6,3.2,19,0,0,1,0,1,4,3,4,Not Completed
2.2,2.9,19,1,1,0,1,1,4,2,3,Not Completed
1.4,2,18,1,0,1,0,1,3,2,2,Completed
1.9,2.7,18,0,0,1,0,1,4,3,4,Not Completed
1.9,3,18,0,0,1,0,1,2,2,3,Not Completed
1.3,1.9,19,1,0,1,1,1,4,4,4,Completed
1.9,2.9,18,0,0,1,0,1,4,4,4,Not Completed
1.6,4,18,0,0,1,0,1,4,3,3,Not Completed
1.6,3.7,18,0,1,0,1,0,4,3,3,Not Completed
1.6,2.5,18,0,0,1,0,0,3,2,3,Not Completed
1.6,2.1,17,0,1,0,1,0,4,4,2,Completed
1.4,2.6,18,1,1,0,1,1,4,4,2,Not Completed
1.5,5,18,1,0,1,0,0,4,4,3,Not Completed
2,2.4,18,0,0,1,0,1,4,3,4,Completed
1.5,4.4,18,1,1,0,1,0,2,2,3,Not Completed
1.6,3.6,17,1,1,0,1,1,4,3,4,Not Completed
1.5,4.2,17,0,0,1,1,1,4,3,4,Not Completed
1.8,3,17,0,0,1,0,1,4,2,3,Not Completed
1.5,1.9,18,0,0,1,0,1,4,4,2,Completed
2,1.4,18,1,0,1,1,1,4,4,4,Completed
2.4,1.8,18,0,0,1,0,1,4,3,2,Completed
2.2,1.9,18,1,0,1,0,1,4,4,3,Completed
1.9,2.2,17,0,0,1,0,0,4,3,4,Completed
1.9,2.4,18,0,0,1,0,1,4,3,3,Not Completed
2.1,2.1,18,0,1,0,1,0,4,2,3,Not Completed
2,1.7,19,1,0,1,0,0,4,4,4,Not Completed
1.5,1.9,17,0,0,1,0,1,4,4,3,Not Completed
2.1,1.9,18,1,0,1,0,1,4,3,4,Completed
1.6,3.2,18,1,0,1,1,1,3,2,2,Not Completed
1.9,1.7,17,0,1,0,1,1,4,3,4,Completed
1.9,2,17,1,0,1,0,1,4,3,4,Completed
2.3,1.7,20,1,1,0,1,1,3,2,2,Completed
2.1,1.6,18,1,0,1,0,1,4,3,3,Completed
1.7,2,17,0,1,0,1,0,4,2,4,Not Completed
2.4,1.9,19,1,1,0,1,0,4,3,2,Completed
1.8,1.8,19,0,0,1,0,1,4,3,4,Completed
2,1.8,18,1,0,1,1,1,4,3,4,Completed
2.5,2.6,18,0,0,1,0,0,3,2,2,Completed
1.5,1.8,18,1,0,1,1,1,4,2,3,Completed
1.4,1.8,17,0,0,1,0,1,4,4,4,Completed
1.2,4.4,17,0,1,0,1,1,4,3,4,Not Completed
1.4,1.9,17,1,1,0,1,1,4,2,4,Completed
1.5,3.1,18,1,0,1,0,1,4,4,4,Not Completed
1.3,2.1,18,0,0,1,0,1,4,4,3,Not Completed
2,4.2,18,0,1,0,1,1,4,4,4,Not Completed
1.5,2.9,18,0,0,1,0,1,4,2,4,Not Completed
1.4,3.5,18,0,0,1,0,1,3,2,4,Not Completed
1.5,1.9,19,0,0,1,0,1,4,3,3,Not Completed
2.3,2.4,18,1,0,1,1,1,4,4,3,Completed
2.1,1.6,18,0,0,1,0,0,3,2,2,Completed
1.4,2.3,18,0,1,0,1,0,4,2,4,Not Completed
1.9,3.3,17,0,0,1,0,1,4,2,3,Not Completed
1.5,1.9,18,0,0,1,0,1,2,2,3,Not Completed
1.8,4.5,19,0,0,1,0,0,4,4,2,Not Completed
2,2.3,18,0,0,1,0,1,4,2,2,Not Completed
1.9,3.9,18,1,0,1,0,0,4,2,2,Not Completed
1.8,2.4,17,1,0,1,0,0,4,3,4,Completed
1.9,1.9,18,1,0,1,0,1,3,2,4,Completed
1.6,2.4,17,0,0,1,1,1,4,3,4,Not Completed
1.8,1.8,18,0,0,1,0,1,4,4,4,Completed
1.7,1.9,18,0,0,1,0,1,4,2,3,Completed
1.7,1.9,18,0,0,1,0,0,4,2,2,Completed
1.7,1.8,18,0,0,1,0,1,4,3,4,Completed
1.8,1.7,19,1,0,1,1,1,4,4,2,Completed
1.7,1.6,18,0,1,0,1,1,4,2,4,Completed
2.3,3,18,1,0,1,0,1,4,4,3,Not Completed
1.7,4.3,19,0,0,1,0,0,4,4,2,Not Completed
2.4,2.1,18,0,1,0,1,0,4,2,2,Completed
1.8,2.4,18,0,0,1,0,1,4,3,3,Completed
1.6,2.4,17,0,0,1,0,0,3,2,4,Completed
1.5,4.5,18,0,0,1,0,0,4,4,4,Not Completed
1.7,2.1,18,0,0,1,0,0,4,4,2,Completed
1.9,1.6,18,1,1,0,1,1,4,4,2,Completed
1.9,1.7,18,1,0,1,0,1,4,4,2,Completed
1.8,1.6,17,1,0,1,0,1,4,4,3,Completed
2,3.9,18,0,0,1,1,1,4,2,3,Not Completed
1.6,3.6,18,0,0,1,0,0,4,4,3,Not Completed
1.9,2.3,18,1,0,1,0,0,4,4,4,Completed
1.6,1.8,17,0,0,1,0,0,4,4,3,Not Completed
1.8,5,17,0,0,1,0,1,4,2,4,Not Completed
1.7,2,18,0,0,1,0,0,4,4,2,Not Completed
1.9,4.6,18,0,0,1,0,0,3,2,4,Not Completed
1.8,2.9,18,1,0,1,0,0,3,2,4,Not Completed
1.8,5,18,0,0,1,0,0,4,3,2,Not Completed
2.2,4.3,18,1,0,1,1,0,4,3,2,Not Completed
1.7,1.9,18,1,0,1,0,1,4,4,3,Completed
1.6,2.8,18,0,0,1,0,0,4,4,2,Not Completed
1.9,5,17,0,0,1,0,1,4,4,2,Not Completed
1.8,1.7,19,1,0,1,1,1,4,3,2,Not Completed
1.9,1.9,18,0,1,0,1,1,4,3,3,Completed
1.8,2,18,0,1,0,1,1,2,2,2,Not Completed
2,2.5,17,0,1,0,1,1,4,3,3,Not Completed
1.8,3.7,18,1,0,1,0,1,4,3,4,Not Completed
1.8,2.4,18,0,0,1,0,1,4,4,4,Completed
1.6,2,19,0,0,1,0,0,4,4,3,Not Completed
1.8,2.3,18,0,0,1,0,1,4,4,4,Completed
1.5,2,18,1,0,1,1,1,4,4,3,Completed
2.1,1.6,18,0,0,1,1,0,4,4,4,Completed
1.8,2.6,18,0,0,1,0,1,4,3,4,Not Completed
1.9,1.7,18,1,0,1,0,1,4,3,4,Completed
2,2.8,18,1,0,1,0,1,4,4,4,Not Completed
2,1.9,18,0,0,1,0,1,4,3,3,Completed
1.9,2,18,1,0,1,1,1,3,2,3,Completed
1.9,2.5,17,1,0,1,0,1,4,2,3,Not Completed
1.7,2,18,1,0,1,0,0,4,2,4,Not Completed
2,1.9,19,1,0,1,1,1,2,2,4,Completed
1.5,2.5,18,1,0,1,1,1,4,4,2,Not Completed
1.8,1.8,18,0,0,1,0,1,3,2,2,Completed
2.5,2,18,1,0,1,0,0,4,3,2,Completed
1.6,2.4,18,0,0,1,0,1,4,3,4,Completed
1.9,2,18,0,0,1,1,1,4,4,2,Not Completed
2.2,4.5,20,1,0,1,0,0,2,2,2,Not Completed
2.3,2.2,19,1,0,1,0,0,3,2,3,Completed
1.4,2.1,19,1,0,1,0,0,4,3,3,Completed
1.7,1.7,18,1,0,1,1,1,4,4,4,Completed
2.2,1.9,18,1,0,1,1,0,4,4,4,Completed
2.3,2.6,17,0,0,1,0,0,4,4,2,Not Completed
1.7,3.5,18,0,1,0,1,0,4,3,4,Not Completed
1.8,1.7,17,0,0,1,0,0,4,3,4,Not Completed
2,2.2,18,1,1,0,1,0,2,2,3,Not Completed
1.3,2,18,1,0,1,0,1,3,2,3,Completed
1.6,2.9,17,1,0,1,0,1,2,2,4,Not Completed
1.3,2.3,18,0,0,1,1,1,2,2,2,Completed
1.6,4.5,17,1,0,1,1,0,4,4,3,Not Completed
1.5,5,18,1,0,1,0,0,4,2,4,Not Completed
2.1,3.6,19,1,0,1,0,0,4,3,2,Not Completed
1.9,2,18,1,0,1,0,1,4,2,2,Completed
1.6,2.3,17,1,0,1,0,1,4,3,4,Completed
1.3,1.8,17,1,1,0,0,1,4,3,4,Not Completed
1.7,1.6,18,1,0,1,0,1,3,2,4,Completed
2.2,1.7,19,1,1,0,1,1,4,4,4,Completed
1.6,1.7,17,1,0,1,0,1,4,3,2,Not Completed
1.4,4,18,0,1,0,1,0,3,2,3,Not Completed
1.7,2.5,17,0,1,0,1,0,4,3,4,Not Completed
1.9,4.4,17,1,1,0,1,1,4,4,3,Not Completed
1.9,3.4,21,0,1,0,1,1,3,2,3,Not Completed
1.9,4.3,18,1,0,1,0,0,3,2,3,Not Completed
2.4,3.8,18,1,0,1,0,0,3,2,2,Not Completed
1.8,3.5,18,0,0,1,0,0,2,2,2,Not Completed
2,2.4,18,0,0,1,0,1,2,2,2,Not Completed
1.5,2,17,1,0,1,0,0,4,2,3,Completed
1.9,2.7,18,1,1,0,1,0,4,4,2,Not Completed
2.1,1.8,17,0,0,1,0,1,4,3,4,Completed
1.8,2.8,18,0,0,1,1,1,4,4,2,Not Completed
1.8,1.9,19,0,0,1,0,0,4,4,3,Completed
1.9,2.3,18,1,1,0,1,1,4,4,3,Completed
1.7,1.9,18,0,0,1,0,0,4,3,2,Not Completed
1.8,1.4,19,0,0,1,0,1,4,2,2,Not Completed
2,1.7,19,1,1,0,1,1,4,3,2,Completed
2.2,2.9,20,1,1,0,1,1,4,3,2,Not Completed
1.6,4.4,16,0,0,1,1,1,4,3,4,Not Completed
1.4,4.3,18,0,0,1,0,0,2,2,2,Not Completed
1.9,3.5,18,0,0,1,1,1,4,4,2,Not Completed
1.5,2.4,18,1,0,1,1,0,4,4,4,Not Completed
1.9,1.8,18,0,0,1,0,1,2,2,4,Completed
1.5,1.7,18,0,0,1,0,1,4,3,4,Completed
2.2,3.5,18,1,0,1,0,0,4,4,4,Not Completed
1.8,1.4,18,1,0,1,0,1,4,4,4,Completed
1.5,4.3,18,0,0,1,0,0,4,3,4,Not Completed
1.4,2,19,0,1,0,1,1,2,2,3,Completed
1.9,1.6,17,0,0,1,1,1,4,4,2,Completed
2.1,2.5,19,1,0,1,0,1,4,2,3,Not Completed
2.1,2.4,19,1,0,1,1,1,2,2,2,Not Completed
1.9,1.9,18,0,0,1,1,1,4,3,2,Completed
1.7,1.9,20,1,0,1,1,1,2,2,2,Completed
1.3,1.6,18,0,0,1,0,1,4,2,4,Completed
2,2.5,19,1,0,1,0,1,4,3,3,Completed
2,2.3,18,1,0,1,1,1,2,2,4,Not Completed
2,4.2,18,1,0,1,0,0,4,4,4,Not Completed
2.1,2.8,18,1,0,1,0,1,4,4,3,Completed
1.8,2.1,18,0,0,1,0,1,4,3,3,Completed
2,1.8,18,1,0,1,0,1,4,2,3,Completed
2.2,1.8,18,0,0,1,0,1,3,4,4,Completed
1.8,2.2,18,1,0,1,1,1,4,3,3,Completed
1.5,1.6,18,0,1,0,1,1,3,4,2,Not Completed
1.7,1.9,17,0,0,1,0,1,4,2,4,Not Completed
1.5,2.4,18,1,0,1,1,1,3,2,4,Completed
1.9,2.1,18,1,0,1,0,1,4,2,4,Completed
2.3,2,20,1,0,1,0,1,4,4,3,Not Completed
1.3,2.1,18,0,0,1,0,1,4,3,3,Completed
1.9,2.3,17,1,0,1,0,0,4,3,3,Not Completed
1.6,2.4,18,0,0,1,0,1,4,4,3,Not Completed
1.4,2.2,18,1,0,1,0,1,4,2,3,Completed
1.6,2.3,18,0,0,1,1,1,2,2,4,Completed
1.8,2.2,18,0,0,1,0,1,3,4,4,Completed
2,3.1,18,1,0,1,1,0,3,3,4,Not Completed
1.3,2.5,18,0,0,1,0,1,4,3,2,Completed
2,2.4,19,1,0,1,1,1,4,4,3,Completed
1.7,1.9,18,1,1,0,1,1,4,3,3,Completed
1.5,1.9,18,0,0,1,0,1,3,3,3,Not Completed
1.7,4.4,17,0,0,1,1,0,3,2,4,Not Completed
2.2,2,17,1,1,0,1,1,4,3,4,Completed
1.9,1.9,18,1,0,1,0,1,3,3,3,Not Completed
1.7,2.6,19,0,0,1,1,1,4,3,2,Not Completed
1.6,2.9,17,0,0,1,0,0,3,3,4,Not Completed
2,2.5,17,0,0,1,0,1,3,4,2,Not Completed
1.9,2.1,18,1,0,1,0,0,4,4,3,Not Completed
1.6,3.1,17,0,0,1,1,0,2,2,4,Not Completed
2.1,4.3,17,0,0,1,0,0,3,3,2,Not Completed
2.3,2.7,20,1,0,1,1,0,4,2,4,Not Completed
1.3,2.4,18,0,0,1,1,0,3,3,2,Completed
1.6,2.1,19,0,0,1,0,1,2,2,3,Completed
1.7,1.7,17,1,0,1,0,1,2,2,3,Completed
1.8,4.3,17,0,1,0,1,0,2,2,3,Not Completed
2.3,3.9,18,1,0,1,0,1,3,3,4,Not Completed
2.1,2.2,17,1,0,1,1,1,3,3,4,Completed
1.9,2.1,19,0,0,1,1,1,3,4,3,Completed
2,1.7,18,1,0,1,1,1,4,3,4,Completed
1.7,3.6,18,0,0,1,0,0,2,2,2,Not Completed
1.7,3.8,18,1,0,1,0,0,2,2,3,Not Completed
1.6,4.4,18,1,1,0,1,0,3,3,2,Not Completed
1.9,2.1,18,0,0,1,0,1,4,3,3,Completed
1.6,1.9,17,1,0,1,1,1,3,4,2,Completed
1.8,1.8,18,1,1,0,1,0,3,3,3,Completed
1.8,2.8,18,0,0,1,0,1,4,2,2,Not Completed
1.4,1.6,18,0,0,1,0,0,4,4,4,Completed
1.8,2.7,19,0,0,1,0,0,4,4,2,Not Completed
1.7,1.8,18,0,0,1,1,1,4,3,3,Completed
2.4,2.7,22,0,1,0,0,1,2,2,2,Not Completed
2.3,1.7,20,1,0,1,1,1,3,2,4,Completed
2,1.8,17,0,1,0,0,0,4,3,4,Completed
1.4,3.6,18,0,0,1,0,0,3,4,2,Not Completed
1.4,3.7,18,1,1,0,1,1,3,3,4,Not Completed
1.6,1.8,18,0,0,1,1,1,4,4,3,Completed
2.2,5,18,0,0,1,0,1,3,2,4,Not Completed
2.4,2.7,18,1,0,1,0,1,2,2,2,Not Completed
1.4,2.2,18,1,0,1,0,0,3,3,3,Completed
1.8,2,18,1,1,0,1,1,3,3,3,Not Completed
1.6,2.1,18,1,0,1,1,0,3,3,2,Not Completed
1.5,1.9,18,1,0,1,0,1,2,2,3,Completed
2,3.2,18,1,0,1,0,1,3,2,2,Not Completed
1.6,2.8,18,0,0,1,0,0,2,2,2,Not Completed
1.8,2.6,18,1,0,1,0,1,4,3,2,Not Completed
1.8,2.1,18,0,0,1,0,1,4,4,4,Not Completed
1.5,3.5,18,0,0,1,1,0,2,2,3,Not Completed
1.9,4.3,17,1,0,1,0,1,2,2,2,Not Completed
1.7,2.2,18,0,0,1,0,1,2,2,2,Not Completed
1.9,3.1,18,1,0,1,1,0,4,4,3,Not Completed
1.3,2.2,17,0,0,1,1,1,4,3,3,Completed
1.9,4,18,0,0,1,0,0,4,3,4,Not Completed
2.3,3.6,19,1,1,0,1,1,2,2,3,Not Completed
1.6,1.6,18,0,0,1,1,1,3,2,2,Not Completed
1.4,4.4,18,0,0,1,1,0,4,3,2,Not Completed
2,1.8,17,0,0,1,0,1,4,2,4,Completed
1.8,1.6,17,1,1,0,1,1,4,4,3,Not Completed
1.7,4.2,18,0,1,0,1,1,2,2,4,Not Completed
1.6,2.8,17,0,0,1,0,1,4,2,4,Not Completed
1.8,2.7,18,1,1,0,1,0,4,3,2,Not Completed
1.8,1.8,17,0,1,0,1,1,4,3,4,Completed
1.9,2.1,18,0,0,1,0,1,4,2,3,Completed
1.9,2.4,19,1,0,1,0,1,4,3,3,Completed
2.3,2.1,19,1,0,1,0,1,3,2,2,Completed
2.3,2,17,0,1,0,1,1,4,3,4,Completed
1.7,3.6,18,1,0,1,1,0,4,3,3,Not Completed
1.6,2.3,17,0,1,0,1,0,4,3,2,Completed
2.4,1.9,18,1,0,1,1,1,4,4,3,Completed
1.8,2.8,20,1,1,0,1,1,4,4,2,Not Completed
1.6,2.4,17,0,1,0,1,0,4,3,4,Completed
1.5,1.7,18,0,0,1,0,1,4,3,4,Not Completed
2.2,1.8,18,0,1,0,1,1,4,3,2,Completed
1.4,3.7,18,0,0,1,1,1,4,4,4,Not Completed
1.5,5,18,0,0,1,0,1,4,3,4,Not Completed
1.6,2.2,17,1,0,1,1,1,4,3,3,Completed
1.5,2.3,18,0,0,1,0,1,2,2,3,Completed
1.4,2.3,18,1,1,0,1,1,4,4,4,Completed
2.2,5,17,1,0,1,0,0,4,4,2,Not Completed
2.1,1.9,18,1,1,0,1,0,2,2,3,Completed
1.2,4.2,19,0,0,1,0,0,4,4,4,Not Completed
1.9,2.3,17,0,0,1,0,0,3,2,2,Completed
1.7,2.1,17,1,0,1,1,1,3,2,2,Completed
1.6,3.5,18,0,0,1,1,1,4,3,2,Not Completed
2.1,1.9,18,0,0,1,0,1,4,4,4,Completed
1.6,1.8,18,1,0,1,0,1,4,3,4,Completed
1.9,3.3,17,0,1,0,1,0,3,2,3,Not Completed
1.8,1.7,19,1,0,1,0,1,4,3,4,Not Completed
1.7,1.9,17,0,0,1,0,1,4,3,2,Completed
1.8,1.6,17,0,0,1,0,0,4,4,3,Not Completed
1.6,3.6,19,1,0,1,0,0,3,2,2,Not Completed
1.9,4.3,17,1,0,1,1,1,4,3,4,Not Completed
1.5,1.8,18,1,0,1,1,1,4,3,4,Completed
1.8,3.7,19,1,0,1,0,1,3,2,2,Not Completed
1.8,2.5,18,0,0,1,0,1,4,4,2,Completed
1.8,1.7,18,1,0,1,0,1,4,3,4,Completed
1.6,4.3,17,0,0,1,0,0,4,4,4,Not Completed
1.7,2.1,18,0,0,1,0,1,4,2,3,Completed
1.4,3.6,18,0,0,1,0,0,4,3,2,Not Completed
2,3.8,18,0,0,1,0,1,4,4,3,Not Completed
1.9,2.7,18,0,0,1,0,0,4,4,3,Not Completed
1.3,2.2,19,0,0,1,0,0,4,3,4,Completed
1.9,3.6,19,0,0,1,0,1,4,3,3,Not Completed
1.3,3.7,18,1,0,1,1,1,4,3,2,Not Completed
1.7,2,17,0,0,1,0,1,3,2,3,Completed
1.9,1.5,18,0,0,1,0,1,4,3,2,Completed
1.8,2.8,18,0,0,1,1,0,4,4,2,Not Completed
1.9,2.3,18,0,0,1,0,0,4,4,2,Completed
1.7,1.9,18,1,0,1,0,1,4,3,3,Completed
2,3.5,17,0,1,0,1,0,4,4,2,Not Completed
1.9,1.6,19,0,0,1,0,1,3,2,4,Completed
2.2,2.4,19,1,1,0,1,1,4,3,2,Not Completed
1.4,2.6,17,1,1,0,1,1,4,4,2,Not Completed
1.5,4.3,20,0,0,1,1,1,4,3,2,Not Completed
1.9,2.2,17,0,0,1,0,1,4,3,3,Not Completed
1.9,2.4,20,1,0,1,0,1,4,2,2,Not Completed
2.2,1.9,18,1,1,0,1,1,2,2,2,Completed
1.9,2.1,18,1,1,0,1,0,4,2,3,Completed
1.8,2.4,17,0,1,0,1,0,4,3,4,Not Completed
2,5,19,1,0,1,0,0,4,4,3,Not Completed
1.9,3.8,18,1,0,1,0,0,2,2,3,Not Completed
2,2,18,1,0,1,0,1,4,3,2,Completed
1.9,1.5,18,1,0,1,0,1,4,3,3,Not Completed
2.1,3.1,19,1,0,1,0,1,2,2,3,Not Completed
1.4,2.3,18,0,0,1,0,0,3,2,4,Completed
1.9,1.9,18,0,0,1,0,1,2,2,2,Completed
1.6,2.4,18,0,0,1,0,1,4,4,2,Not Completed
1.5,2.2,18,0,0,1,0,1,4,4,2,Completed
2.1,3.5,17,0,0,1,0,1,4,2,4,Not Completed
1.7,3.2,18,0,0,1,0,1,4,4,2,Not Completed
1.5,1.7,18,1,0,1,0,1,4,4,4,Completed
1.9,2.3,18,0,0,1,0,1,4,2,4,Completed
1.7,1.9,19,0,0,1,1,1,2,2,3,Not Completed
1.6,1.9,18,1,0,1,0,0,3,2,4,Not Completed
1.8,2,18,0,0,1,0,0,4,4,4,Not Completed
1.4,1.7,18,0,0,1,0,1,4,2,3,Completed
1.9,1.9,18,0,0,1,0,1,4,2,3,Completed
2.2,1.9,18,0,0,1,0,1,4,4,4,Completed
1.8,4.4,18,0,0,1,0,0,4,4,4,Not Completed
1.7,2.5,18,1,1,0,1,0,3,2,3,Completed
1.6,2.3,17,1,1,0,1,1,4,2,4,Not Completed
1.7,2.1,19,0,0,1,0,1,3,2,4,Not Completed
1.8,2.1,19,0,0,1,0,1,4,4,4,Completed
1.8,3.6,18,0,0,1,0,1,2,2,4,Not Completed
1.7,5,18,0,1,0,1,1,2,2,3,Not Completed
1.4,1.7,17,0,0,1,1,1,4,4,3,Not Completed
2.2,4.3,19,0,0,1,1,0,3,2,4,Not Completed
2.4,2.2,17,0,1,0,1,1,2,2,4,Completed
1.7,2.1,18,0,0,1,0,1,2,2,3,Completed
1.6,2.4,18,0,0,1,0,1,4,3,3,Not Completed
2.1,2,18,0,0,1,0,1,4,3,3,Not Completed
2.2,1.9,18,1,0,1,1,1,4,4,3,Completed
2.1,2.1,18,1,1,0,1,0,2,2,4,Not Completed
1.9,2.2,22,1,0,1,1,1,4,3,3,Completed
1.7,2.9,17,0,0,1,1,1,4,4,4,Not Completed
1.8,2.2,19,0,0,1,0,1,4,4,4,Not Completed
1.7,2.7,18,0,0,1,0,1,4,2,2,Not Completed
1.6,2.1,17,0,0,1,1,1,4,4,2,Completed
2,1.9,19,1,0,1,0,1,4,4,2,Completed
1.4,2.2,18,0,0,1,1,0,4,3,2,Not Completed
1.6,1.9,17,1,0,1,0,1,4,4,4,Completed
1.4,2,18,1,0,1,1,1,4,2,4,Not Completed
1.6,1.8,18,1,0,1,0,1,4,4,4,Completed
1.7,3.4,18,1,0,1,1,1,4,2,3,Not Completed
2.1,1.7,18,1,0,1,0,1,3,2,3,Completed
2.2,2.1,17,1,0,1,0,1,3,2,4,Completed
1.5,2,18,0,0,1,0,1,4,4,4,Not Completed
1.6,4.3,18,0,0,1,0,1,4,2,2,Not Completed
1.4,1.7,18,0,0,1,0,0,4,3,3,Not Completed
1.5,5,18,0,0,1,0,0,4,3,3,Not Completed
2.3,3.4,19,1,0,1,0,1,4,3,2,Not Completed
